@relation California-housing-19

@attribute Value numeric
@attribute Income numeric
@attribute Median-Age numeric
@attribute Rooms numeric
@attribute Bedrooms numeric
@attribute 'Population ' numeric
@attribute Occupancy numeric
@attribute Latitude numeric
@attribute Longitude numeric

@data
1.306,3.1458,41,4.481675,0.931937,571,2.989529,37.74,-122.15
1.079,2.537,24,4.637306,1.176166,1137,2.945596,37.75,-122.16
1.111,2.5568,44,4.57037,0.97037,378,2.8,37.75,-122.16
1.22,3.5083,43,5.084559,1.011029,853,3.136029,37.74,-122.15
1.18,3.3125,49,4.698582,0.98227,764,2.70922,37.74,-122.15
0.952,1.8235,40,4.701149,1.126437,928,3.555556,37.75,-122.16
0.943,3.8047,35,5.015038,1.052632,406,3.052632,37.75,-122.16
0.925,2.2917,34,4.367857,1.003571,824,2.942857,37.74,-122.17
0.918,2.4962,37,5.324324,1.108108,835,3.223938,37.75,-122.17
1.094,4.0417,43,5.2,1.016949,826,2.8,37.74,-122.16
1.295,3.4844,46,4.876777,0.85782,567,2.687204,37.74,-122.16
1.434,4.1458,52,5.354167,1.020833,355,2.465278,37.74,-122.16
0.982,2.625,47,4.963855,1.343373,533,3.210843,37.74,-122.16
1.031,2.0227,44,5.102326,1.111628,609,2.832558,37.74,-122.16
2.768,3.3333,49,5.436441,1.008475,576,2.440678,37.9,-122.29
2.709,5.338,52,5.608392,0.91958,594,2.076923,37.9,-122.29
2.462,3.4732,52,5.962865,1.119363,870,2.307692,37.89,-122.29
2.242,3.5125,38,4.445972,1.02554,1027,2.017682,37.9,-122.3
2.291,3.1375,52,4.819018,1.070552,693,2.125767,37.89,-122.29
2.116,2.8036,46,4.053333,1.072,815,2.173333,37.89,-122.3
2.561,4.5824,15,4.435428,1.057592,2420,2.111693,37.9,-122.3
2.063,3.0208,36,3.902174,1.061594,518,1.876812,37.89,-122.3
2.213,4.0875,52,4.538182,1.029091,620,2.254545,37.89,-122.3
2.074,4.5268,42,5.045113,1.093985,551,2.071429,37.89,-122.33
3.5,1.7375,37,3.312771,1.006494,2556,2.766234,37.88,-122.34
2.182,3.1795,52,4.556034,1.002874,1498,2.152299,37.89,-122.29
2.167,3.8672,50,5.334802,1.14978,523,2.303965,37.88,-122.29
2.706,5.1675,52,6.398693,1.143791,374,2.444444,37.89,-122.29
2.614,5.1696,52,6.115903,1.024259,1004,2.706199,37.89,-122.29
2.613,4.2614,52,5.520958,0.994012,769,2.302395,37.88,-122.28
2.322,5.0551,52,5.148936,0.995272,940,2.222222,37.89,-122.29
3.754,5.6228,42,6.445313,1.070313,645,2.519531,37.9,-122.27
3.573,7.8864,52,6.690972,0.96875,705,2.447917,37.9,-122.26
3.744,7.9556,52,7.56,0.992727,684,2.487273,37.9,-122.27
3.588,6.174,52,7.639831,1.016949,572,2.423729,37.9,-122.27
4.175,6.9414,52,8.067194,1.067194,671,2.652174,37.9,-122.27
4.305,8.8342,52,8.345205,1.021918,975,2.671233,37.89,-122.27
3.629,7.1754,52,7.429487,1.051282,779,2.496795,37.9,-122.28
3.97,10.0825,52,8.209016,1.02459,658,2.696721,37.9,-122.28
3.468,4.9083,52,6.749254,0.979104,819,2.444776,37.9,-122.28
3.271,5.7912,52,7.291667,1.005952,412,2.452381,37.89,-122.28
2.901,4.5893,52,6.273713,1.105691,835,2.262873,37.89,-122.28
2.92,5.4171,52,6.764706,1.075163,722,2.359477,37.89,-122.28
2.709,4.125,52,5.371663,0.971253,1085,2.227926,37.89,-122.28
3.711,7.266,52,7.43662,1.030986,973,2.740845,37.89,-122.27
3.356,5.3989,52,7.272059,1.077206,723,2.658088,37.89,-122.27
3.713,7.8336,37,6.132597,0.925414,903,2.494475,37.9,-122.26
3.44,6.1593,41,6.21547,1.077348,356,1.966851,37.89,-122.25
3.422,6.381,52,6.662338,1.069264,1005,2.175325,37.89,-122.26
3.709,6.6828,52,7.353175,1.053571,1205,2.390873,37.89,-122.26
3.5,7.5385,37,6.666667,1.015556,987,2.193333,37.89,-122.25
3.686,6.7138,42,6.390625,1.026786,1031,2.301339,37.89,-122.25
3.918,6.2425,52,6.314356,1.032178,894,2.212871,37.88,-122.26
4.153,5.7979,52,5.981432,1.087533,823,2.183024,37.88,-122.26
2.849,4.2813,52,5.410628,1.043478,1232,1.983897,37.88,-122.27
2.875,3.5417,52,4.613079,1.065395,669,1.822888,37.88,-122.27
2.729,3.0132,44,4.094545,1.076364,989,1.798182,37.88,-122.27
2.596,4.1429,52,5.377155,1.05819,1058,2.280172,37.88,-122.28
2.545,4.1912,52,5.763285,0.966184,506,2.444444,37.88,-122.28
2.356,3.9167,52,5.376147,0.986239,489,2.243119,37.88,-122.28
2.184,3.8897,52,5.564433,1.092784,824,2.123711,37.88,-122.29
2.292,3.1065,48,4.978947,1.031579,1034,2.176842,37.88,-122.29
1.921,2.9926,46,4.458824,1.04,920,2.164706,37.88,-122.29
1.793,3.556,52,4.342105,1.039474,841,2.213158,37.88,-122.29
1.875,1.475,45,3.306569,1.065693,749,5.467153,37.88,-122.3
1.388,1.6971,52,4.173469,0.989796,208,2.122449,37.88,-122.3
1.5,2.1705,10,5.03,1.18,228,2.28,37.87,-122.3
1.406,2.75,50,3.898438,0.992188,287,2.242188,37.86,-122.3
1.2,2.5682,52,4.5,1.122642,218,2.056604,37.85,-122.29
1.448,2.9,46,4.639437,1.059155,854,2.405634,37.88,-122.3
1.448,2.2208,52,4.565789,1.095029,1695,2.47807,37.87,-122.3
2.455,3.2344,52,5.563953,1.093023,403,2.343023,37.88,-122.28
2,3.5156,52,4.496183,1.007634,288,2.198473,37.87,-122.28
1.737,1.9805,49,3.888676,1.051823,963,1.848369,37.87,-122.28
1.856,2.6684,50,3.544574,1.03876,1129,2.187984,37.87,-122.29
1.826,3.875,52,4.387255,0.970588,386,1.892157,37.87,-122.29
2.279,3.006,52,4.70197,1.024631,811,1.997537,37.88,-122.28
2.207,2.543,46,4.477037,1.031111,1293,1.915556,37.87,-122.28
2.12,2.8676,46,4.12297,1.034803,805,1.867749,37.87,-122.28
2.714,2.1907,52,3.199772,1.061644,1372,1.56621,37.88,-122.27
2.688,1.7778,30,3.447059,1.032941,862,2.028235,37.87,-122.27
2.778,2.52,37,4.251623,1.107143,1152,1.87013,37.88,-122.27
3.325,4.2788,52,4.614458,1.024096,483,1.939759,37.88,-122.26
3.389,2.944,52,4.123909,1.054101,1558,2.719023,37.88,-122.26
2.875,1.725,52,3.386216,1.088427,1798,2.338101,37.88,-122.26
3.846,5.2289,41,5.569106,1.146341,266,2.162602,37.87,-122.25
3.714,2.5562,42,4.161137,1.101896,2184,5.175355,37.87,-122.25
3.5,0.949,52,2.524109,0.964361,2016,4.226415,37.87,-122.25
5.00001,1.1696,52,2.436,0.944,1349,5.396,37.87,-122.25
1.75,1.4012,52,3.105714,1.06,3337,9.534286,37.87,-122.26
2.417,1.1859,52,2.922023,1.051633,1721,1.813488,37.87,-122.26
2.167,1.7464,35,3.218,1.108,1675,1.675,37.87,-122.27
2.113,2.8846,49,3.857143,1.051429,707,2.02,37.87,-122.27
2.102,2.7372,52,4.443804,1.005764,1424,2.051873,37.87,-122.27
1.964,3.8594,52,4.962963,1.031746,393,2.079365,37.86,-122.28
1.917,3.5625,52,5.348083,1.041298,828,2.442478,37.87,-122.28
1.823,2.2788,52,4.222603,1.027397,571,1.955479,37.87,-122.28
1.75,2.537,44,3.56101,1.058906,1382,1.938289,37.87,-122.29
1.659,2.525,46,3.94704,1.009346,792,2.46729,37.87,-122.29
1.569,1.9946,52,4.475806,1.086022,815,2.19086,37.86,-122.29
1.643,2.8214,52,4.794798,1.060694,788,2.277457,37.86,-122.28
1.5,2.6165,52,5.174419,1.069767,1145,2.662791,37.87,-122.29
1.505,1.9483,50,4.413854,1.078153,1354,2.404973,37.86,-122.29
1.699,1.9327,52,4.564045,1.011236,958,2.152809,37.86,-122.28
1.474,1.9798,49,4.822368,1.098684,1361,2.238487,37.86,-122.28
1.527,2.4167,52,5.002227,1.051225,1005,2.238307,37.85,-122.28
1.827,2.5417,49,4.956522,1.050725,924,2.231884,37.86,-122.27
1.793,3.3906,52,5.583799,1.164804,780,2.178771,37.86,-122.28
1.577,2.5652,52,4.727987,1.086478,1582,2.487421,37.86,-122.28
1.531,2.2845,41,3.897887,0.96831,1213,2.135563,37.86,-122.28
2.5,2.6071,52,4.074906,1.142322,486,1.820225,37.86,-122.27
2.063,3.15,52,4.765714,1.062857,494,2.822857,37.86,-122.27
2.188,2.6914,52,4.846575,1.019178,849,2.326027,37.86,-122.27
1.982,1.8447,52,4.209854,1.063869,1127,2.056569,37.86,-122.27
2.536,1.6307,35,2.962687,1.001148,3276,1.880597,37.86,-122.26
2.574,2.9044,52,4.404282,1.047859,1493,1.880353,37.86,-122.26
2.895,2.9405,52,5.558174,1.095729,1461,2.151694,37.86,-122.26
2.417,3.3893,52,5.36803,1.122677,1253,2.328996,37.86,-122.26
4.896,3.0417,48,4.690632,1.126362,1656,3.607843,37.86,-122.25
4.462,7.0897,52,6.876238,0.945545,514,2.544554,37.86,-122.25
4.563,5.0463,52,5.79322,1.077966,719,2.437288,37.86,-122.25
3.368,1.7652,52,3.534521,0.988864,878,1.955457,37.86,-122.25
5.00001,7.8521,52,7.794393,1.051402,517,2.415888,37.86,-122.24
5.00001,9.3959,52,7.512097,0.955645,1366,2.754032,37.85,-122.24
3.769,5.3794,52,6.861017,1.123729,1316,2.230508,37.86,-122.25
3.096,3.2619,52,4.792053,1.017219,1508,1.997351,37.85,-122.26
1.823,2.7054,52,5.001227,1.128834,1800,2.208589,37.85,-122.27
1.727,2.2431,47,6.371166,1.226994,719,2.205521,37.85,-122.27
1.508,1.9028,50,5.015686,1.176471,675,2.647059,37.85,-122.27
1.536,1.5817,52,5.438017,1.173554,875,2.410468,37.85,-122.27
1.063,2.2841,52,4.350649,1.077922,152,1.974026,37.85,-122.27
1.423,1.3785,47,4.310345,0.962382,843,2.642633,37.85,-122.27
1.194,2.9018,52,4.621212,1.098485,281,2.128788,37.85,-122.28
1.479,1.73,44,5.02451,0.970588,506,2.480392,37.85,-122.28
1.329,2.2625,48,4.427039,1.038627,1054,2.261803,37.85,-122.28
1.325,2.2106,35,4.521739,1.012077,1017,2.456522,37.84,-122.29
1.269,2.6997,52,4.062745,1.062745,1623,2.121569,37.83,-122.28
1.438,4.0018,14,3.586056,1.174061,3100,1.511458,37.84,-122.3
5.00001,7.8772,52,8.282548,1.049861,947,2.623269,37.83,-122.23
5.00001,11.8603,39,7.911111,0.984127,808,2.565079,37.82,-122.22
5.00001,13.499,42,8.928358,1,1018,3.038806,37.82,-122.22
5.00001,12.2138,52,9.210227,1.039773,1001,2.84375,37.82,-122.23
4.661,8.1872,52,8.268293,1.03252,1005,2.723577,37.82,-122.23
5.00001,12.3804,52,9.122715,1.033943,1192,3.112272,37.82,-122.23
4.578,5.8948,52,7.740088,1.0837,585,2.577093,37.83,-122.24
4.716,8.1194,52,7.75,0.987342,916,2.898734,37.83,-122.24
5.00001,8.7477,52,9,1.134078,556,3.106145,37.82,-122.23
3.986,6.155,52,7.048077,0.994231,1470,2.826923,37.82,-122.24
3.407,5.883,52,6.21608,1.012563,1104,2.773869,37.82,-122.25
2.899,5.2128,52,5.862934,0.996139,1242,2.397683,37.76,-122.23
3.353,4.7188,52,7.068536,1.006231,805,2.507788,37.76,-122.23
3.33,5.2915,52,8.123457,1.092593,378,2.333333,37.76,-122.23
2.41,2.6411,52,5.170404,1.053812,481,2.156951,37.77,-122.24
1.896,3.3214,52,4.825,1.11875,409,2.55625,37.77,-122.23
2.063,3.6417,52,4.587131,1.034853,885,2.372654,37.77,-122.24
2.157,3.0161,52,4.673721,0.998236,1468,2.589065,37.77,-122.25
2.102,3.1771,52,4.827907,1.023256,482,2.24186,37.77,-122.25
2.088,3.4531,52,5.784091,1.212121,825,3.125,37.77,-122.25
1.979,4.3098,52,5.436709,0.993671,429,2.71519,37.77,-122.25
2.013,3.3438,52,4.663462,1.043269,528,2.538462,37.78,-122.26
1.908,2.9213,52,4.837963,1.106481,496,2.296296,37.78,-122.26
2.079,2.6806,52,5.313208,1.056604,718,2.709434,37.78,-122.27
2.153,3.7708,52,4.611321,0.996226,630,2.377358,37.78,-122.27
2.129,3.9444,45,4.087413,0.91958,723,2.527972,37.78,-122.27
2.927,5.2601,13,4.156379,1.100823,959,1.973251,37.78,-122.27
2.75,2.5444,30,4.847953,1.016374,3668,4.290058,37.79,-122.28
2,2.6447,42,5.740845,1.03662,2037,5.738028,37.77,-122.3
1.734,2.5762,29,4.048704,1.095051,3741,2.938727,37.78,-122.28
1.022,1.9427,42,4.136667,1.03,821,2.736667,37.78,-122.29
2.208,2.9688,52,4.230548,1.04611,870,2.507205,37.77,-122.28
2.428,3.75,27,4.137681,1.110766,1901,1.967909,37.77,-122.28
2.654,5.1702,18,4.333333,1.15083,1243,1.874811,37.76,-122.29
2.19,2.5139,50,4.547401,0.93578,730,2.232416,37.78,-122.28
2.821,2.9732,52,5.585284,1.170569,793,2.652174,37.77,-122.26
3.72,5.5337,52,5.18894,0.894009,1033,2.380184,37.77,-122.27
2.258,4.1667,52,4.768595,1.038567,872,2.402204,37.77,-122.27
2.208,2.7115,52,3.741794,1.052516,849,1.857768,37.77,-122.27
2.345,3.3269,52,4.610039,1.079151,1121,2.164093,37.77,-122.27
2.542,3.2685,52,4.844944,1.029213,872,1.959551,37.77,-122.25
3.518,4.7778,52,5.26936,1.060606,637,2.144781,37.77,-122.26
2.75,4.226,52,5.011765,1.091176,663,1.95,37.77,-122.26
4.054,3.3571,52,7.034884,0.976744,411,2.389535,37.77,-122.26
2.281,2.9899,52,5.077482,1.075061,915,2.215496,37.77,-122.26
2.34,2.875,52,3.874214,1.004193,921,1.930818,37.77,-122.26
1.625,2.3882,43,3.590226,1.067669,585,2.199248,37.77,-122.24
2.434,2.975,43,4.111111,1.054131,2086,1.981007,37.77,-122.25
2.738,5.1039,52,5.628037,1.013084,1303,2.435514,37.76,-122.23
2.485,4.1458,52,5.960227,1.051136,374,2.125,37.76,-122.23
2.44,3.4762,52,5.305085,1.09322,979,2.074153,37.76,-122.24
2.409,2.6833,52,4.139013,1.056054,827,1.85426,37.76,-122.24
3.063,5.75,52,6.73913,0.972332,658,2.600791,37.76,-122.23
2.4,3.9632,50,5.753731,1.078358,654,2.440299,37.75,-122.23
2.471,4.9489,45,6.10274,1.061644,384,2.630137,37.75,-122.24
2.866,4.8711,27,5.082811,0.944793,1499,1.880803,37.75,-122.24
2.667,3.0718,52,5.068966,1.113027,1128,2.16092,37.76,-122.24
2.298,3.6719,49,4.934959,1.067073,1110,2.256098,37.76,-122.24
2.293,4.6094,52,6.185542,1.050602,1119,2.696386,37.76,-122.24
2.284,4.5213,21,5.693117,1.011336,2930,2.37247,37.73,-122.24
2.062,4.4562,25,4.907692,0.935897,897,2.3,37.74,-122.25
3.507,7.611,5,6.855776,1.061442,7427,2.732524,37.72,-122.24
2.31,3.2689,31,4.409299,1.051067,2973,2.266006,37.73,-122.27
2.529,3.567,52,4.550633,1.025316,1340,2.120253,37.76,-122.25
3.539,3.6875,28,4.65566,1.04717,2974,2.004043,37.74,-122.27
2.917,4.7695,23,4.93397,1.103388,2690,2.337098,37.77,-122.27
1,3.1972,20,3.546012,1.119632,583,1.788344,37.75,-122.28
3.416,7.2634,12,7.133034,1.018934,5781,2.880419,37.77,-122.06
4.125,7.0568,5,7.023438,0.912109,1738,3.394531,37.73,-122.06
2.486,4.635,36,6.693762,1.077505,1478,2.793951,37.71,-122.06
2.549,5.3015,40,6.696296,1.118519,746,2.762963,37.71,-122.07
2.415,4.9801,36,6.327473,1.054945,1235,2.714286,37.71,-122.07
2.952,5.4834,26,6.619835,0.985537,1411,2.915289,37.72,-122.07
3.404,6.187,31,7.420345,1.019194,1368,2.62572,37.72,-122.08
2.747,5.6194,32,6.746594,1.002725,1048,2.855586,37.72,-122.08
2.386,5.4639,35,6.057534,0.958904,1004,2.750685,37.71,-122.08
2.664,5.1498,35,7.256131,1.054496,1086,2.959128,37.71,-122.09
3.302,5.8382,30,7.425714,1.045714,922,2.634286,37.72,-122.1
2.068,4.65,36,5.578755,1.006105,1950,2.380952,37.71,-122.11
2.092,4.3819,25,4.996639,1.045378,1413,2.37479,37.7,-122.1
1.958,3.7222,30,5.484155,1.100352,1444,2.542254,37.69,-122.1
2.535,5.2855,31,6.851301,1.048327,749,2.784387,37.71,-122.09
2.418,4.3375,31,6.240122,1.021277,867,2.635258,37.7,-122.09
2.525,5.2131,27,6.512077,1.036715,2723,2.630918,37.71,-122.1
2.639,6.005,30,6.657795,1.022814,731,2.779468,37.7,-122.09
2.27,5.0519,38,5.524917,0.980066,781,2.594684,37.71,-122.08
2.209,4.8237,38,5.699387,1.007669,1784,2.736196,37.71,-122.08
2.593,5.2497,32,6.629268,1.090244,1156,2.819512,37.7,-122.08
2.325,4.125,39,5.126354,0.981949,645,2.32852,37.7,-122.07
2.316,4.6005,37,6.009524,0.984127,821,2.606349,37.7,-122.06
2.094,3.5187,33,5.072727,1.025974,1912,2.483117,37.7,-122.06
2.232,3,32,4.899135,1.060519,1487,2.142651,37.7,-122.07
2.099,3.4934,25,4.791549,1.067606,1645,2.316901,37.7,-122.08
2.082,2.9861,33,4.198858,1.053283,2239,2.130352,37.7,-122.09
2.038,2.5362,29,4.173913,1.119565,1021,1.849638,37.69,-122.07
1.957,3.3021,36,5.03212,1.068522,1105,2.366167,37.69,-122.08
1.905,3.0964,31,4.566795,1.010811,2999,2.31583,37.69,-122.07
1.81,2.8512,43,5.545775,1.140845,740,2.605634,37.69,-122.08
1.849,3.3478,42,5.795082,1.122951,629,2.577869,37.69,-122.08
1.908,2.3958,37,4.136585,0.985366,314,1.531707,37.68,-122.08
2.422,3.5295,15,4.567365,1.025449,1479,2.214072,37.68,-122.08
1.883,4.8036,20,5.37,1.02125,1732,2.165,37.69,-122.09
1.835,3.851,52,5.269091,1.012727,1338,2.432727,37.74,-122.15
2.042,4.0662,52,5.578125,1.046875,440,2.291667,37.74,-122.14
2.519,4.6042,51,6.664122,1.025445,922,2.346056,37.73,-122.14
1.875,2.2,49,5.1875,1.097222,611,2.121528,37.74,-122.15
1.982,4.1164,52,5.485437,1.009709,994,2.412621,37.73,-122.16
2.19,3.95,52,6.06087,0.969565,545,2.369565,37.74,-122.15
2.75,4.9135,52,7.188811,0.902098,317,2.216783,37.73,-122.15
2.454,2.8355,45,5.105978,1.112772,1573,2.137228,37.73,-122.15
1.775,3.25,46,4.972414,1.08046,925,2.126437,37.73,-122.17
1.716,2.8301,49,4.412987,1.05974,768,1.994805,37.73,-122.16
1.833,3.7159,52,5.325342,0.989726,620,2.123288,37.73,-122.17
1.75,2.5625,52,5.381643,0.995169,425,2.05314,37.73,-122.16
1.567,3.8047,45,4.911475,1.02623,1003,3.288525,37.72,-122.18
1.575,3.375,45,5.377778,1.088889,519,3.844444,37.71,-122.18
1.798,3.244,38,4.494949,1.010101,481,2.429293,37.71,-122.17
2.055,4.0268,36,5.084778,1.026975,1209,2.32948,37.7,-122.18
1.789,3.3906,35,4.88,1.055238,1398,2.662857,37.7,-122.18
2.625,5.5461,36,6.224138,1.189655,158,2.724138,37.71,-122.19
1.65,3.371,42,4.53012,0.99247,1817,2.736446,37.72,-122.17
1.597,3.5313,46,4.737024,0.982699,766,2.650519,37.72,-122.17
1.583,3.663,5,5.158537,1.213415,814,2.481707,37.72,-122.17
1.448,2.875,38,4.213389,1.025105,618,2.585774,37.72,-122.16
1.663,4.0202,43,4.794677,1.031686,2139,2.711027,37.72,-122.17
1.91,4.5553,37,5.956522,0.956522,632,2.498024,37.71,-122.16
1.75,3.4643,36,4.970149,0.985075,366,2.731343,37.71,-122.16
1.375,3.3431,10,4.595876,1.239175,877,1.808247,37.72,-122.16
1.417,2.1898,28,3.86562,1.024433,830,1.448517,37.73,-122.15
2.109,2.9097,31,4.263852,0.98153,739,1.949868,37.72,-122.15
1.983,3.375,47,4.473684,0.943609,540,2.030075,37.72,-122.15
1.574,2.8125,29,4.33368,1.088358,2024,2.10395,37.72,-122.15
2.647,5,52,6.05988,0.958084,823,2.464072,37.73,-122.14
2.184,3.0673,38,4.88102,1.116147,711,2.014164,37.73,-122.14
2.351,3.8125,43,6.152174,1.059783,931,2.529891,37.73,-122.14
3.418,6.9096,33,7.392593,0.992593,686,2.540741,37.73,-122.13
3.673,7.912,26,7.209068,0.992443,1030,2.594458,37.72,-122.13
2.435,3.8393,35,5.568878,0.977041,976,2.489796,37.72,-122.13
1.679,4,35,4.938095,0.985714,552,2.628571,37.71,-122.12
3.712,6.5095,25,6.631579,0.894737,340,1.988304,37.72,-122.13
2.189,3.5156,39,5.954545,1,288,2.181818,37.72,-122.14
2.027,2.983,45,5.633065,1.020161,555,2.237903,37.72,-122.14
1.862,3.524,45,5.213964,1.015766,1006,2.265766,37.72,-122.13
1.889,3.1103,44,4.66185,0.979769,776,2.242775,37.71,-122.13
1.8,3.5781,44,5.262963,1.103704,609,2.255556,37.71,-122.13
2.027,3.1682,18,4.273669,1.128698,2441,1.805473,37.71,-122.15
1.817,2.6101,27,3.92142,1.097592,1364,1.728771,37.71,-122.14
1.668,3.6932,18,3.740421,0.964559,2197,2.104406,37.71,-122.14
1.837,3.4583,43,5.599265,1.023897,1333,2.450368,37.7,-122.13
2.18,3.9032,19,5.001422,1.009957,1810,2.57468,37.7,-122.13
1.915,4.0208,36,5.453552,0.972678,531,2.901639,37.71,-122.15
1.947,3.5547,36,5.609195,0.934866,672,2.574713,37.7,-122.15
1.872,4.5859,17,4.433333,0.884848,695,2.106061,37.7,-122.14
2.231,2.6321,21,4.132265,1.056112,2162,2.166333,37.7,-122.13
2.713,3.395,17,3.7014,1.195956,1216,1.891135,37.69,-122.13
1.941,3.9702,36,5.297071,0.953975,606,2.535565,37.7,-122.14
1.904,5.0043,36,5.907652,1.031662,1203,3.174142,37.7,-122.16
1.891,4.4659,38,5.219269,1.053156,874,2.903654,37.69,-122.14
1.846,3.6625,38,5.612613,0.995495,637,2.869369,37.69,-122.15
1.973,3.8864,36,5.438406,1.039855,703,2.547101,37.69,-122.15
1.926,3.4583,36,6.41048,1.100437,733,3.200873,37.7,-122.15
1.922,3.7813,36,4.903509,0.960526,625,2.741228,37.69,-122.16
1.946,2.9917,36,4.875556,0.924444,568,2.524444,37.7,-122.16
1.935,4.4375,36,5.527331,0.974277,836,2.688103,37.7,-122.16
2.026,4,24,4.848066,1.008287,952,2.629834,37.7,-122.17
0.833,2.3869,16,4.792614,0.988636,568,1.613636,37.68,-122.16
2.126,4.7609,24,6.180328,1.068306,1125,3.07377,37.69,-122.17
1.878,5.4858,5,5.204489,1.014963,840,2.094763,37.68,-122.18
2.057,4.3971,36,5.229682,0.982332,796,2.812721,37.69,-122.16
1.929,4.0109,36,5.786517,1.022472,863,3.23221,37.69,-122.15
2.052,4.3864,35,5.415638,0.919753,1349,2.77572,37.68,-122.15
2.134,4.2841,30,5.903394,1.156658,929,2.425587,37.68,-122.15
1.836,5.1312,39,4.985075,0.919403,957,2.856716,37.69,-122.15
1.784,2.9958,37,3.857658,0.963964,1093,1.969369,37.69,-122.14
2.192,3.6364,27,5.497529,1.009885,1489,2.453048,37.68,-122.14
1.831,2.7955,31,5.070064,1.140127,1561,2.485669,37.68,-122.14
1.571,2.9507,44,4.826804,1.030928,1256,2.589691,37.69,-122.1
1.578,3.4375,30,4.290323,0.964158,695,2.491039,37.69,-122.12
1.617,2.875,34,4.772152,1.172996,560,2.362869,37.69,-122.13
1.521,3.0345,38,4.027682,0.982699,632,2.186851,37.71,-122.12
1.449,2.679,41,4.66,1.049333,1849,2.465333,37.7,-122.12
1.799,2.9922,17,4.624535,1.14684,1287,2.392193,37.7,-122.12
1.791,4.1042,35,5.001866,0.947761,1580,2.947761,37.69,-122.12
1.599,2.5833,19,4.309154,1.096718,1571,2.713299,37.7,-122.12
1.614,2.1552,23,3.812641,1.040632,828,1.869074,37.7,-122.11
1.704,2.3274,29,3.840237,0.905325,835,2.470414,37.7,-122.11
1.375,2.4206,19,3.719613,1.089779,1765,2.437845,37.7,-122.11
1.784,3.9063,41,4.63354,0.900621,387,2.403727,37.69,-122.1
1.552,2.6464,37,3.954693,1.053398,1562,2.527508,37.69,-122.11
1.609,3.4643,42,4.763754,1.003236,768,2.485437,37.69,-122.11
1.673,2.3973,10,4.71822,1.186441,1140,2.415254,37.69,-122.12
3.4,6.5,20,6.451613,0.806452,83,2.677419,37.69,-122.03
4.31,6.0574,32,7.502924,1.134503,485,2.836257,37.64,-121.97
3.011,3.8958,6,4.267016,1.029668,1189,2.075044,37.63,-122.02
2.419,4.7813,21,5.248996,0.947791,586,2.353414,37.63,-122.04
1.625,3.2829,5,4.77904,1.181818,2240,2.828283,37.63,-122.05
2.992,5.3169,10,5.769886,1.014205,867,2.463068,37.66,-122.04
3.155,6.2579,10,6.443323,1.029503,3827,2.971273,37.65,-122.04
2.168,5.1701,23,5.809892,0.988408,3827,2.957496,37.68,-122.05
2.181,3.25,36,4.211137,0.988399,1280,2.969838,37.68,-122.07
1.703,3.1796,30,5.126074,1.152818,2667,2.547278,37.68,-122.06
2.75,2.4196,26,8.518248,2.70073,253,1.846715,37.68,-122.08
1.841,2.6563,26,4.294893,1.123558,1401,2.308072,37.68,-122.08
1.6,0.9637,29,3.243421,1.105263,233,1.532895,37.67,-122.08
1.75,2.3357,48,4.064935,0.99026,673,2.185065,37.67,-122.09
1.975,3.5114,41,4.401274,1.124204,704,2.242038,37.68,-122.09
1.5,3.3125,43,4.166667,0.916667,273,2.275,37.69,-122.09
2.056,2.4042,29,4.32037,0.996296,1120,2.074074,37.68,-122.09
1.703,2.8322,41,3.927195,0.991435,1105,2.366167,37.68,-122.09
1.909,2.5156,43,4.829352,1.187713,569,1.94198,37.68,-122.09
1.969,3.4032,37,4.17284,1.055556,691,2.132716,37.68,-122.1
1.74,2.535,37,4.723214,1.122768,1109,2.475446,37.68,-122.1
1.702,2.5772,37,4.249462,1.034409,1197,2.574194,37.68,-122.11
1.809,3.0962,38,4.4475,1.0325,1061,2.6525,37.68,-122.1
1.505,2.9564,34,4.052049,0.993355,2479,2.745293,37.67,-122.1
1.671,3.125,31,4.863753,1.100257,1162,2.987147,37.68,-122.1
1.489,2.95,35,4.370536,1.080357,1146,2.558036,37.68,-122.12
1.964,4.38,40,5.816479,0.947566,724,2.71161,37.68,-122.12
1.911,4.0417,37,6.432,1.050667,975,2.6,37.68,-122.12
1.875,3.8,36,5.702703,1.051351,952,2.572973,37.67,-122.11
1.806,3.4839,45,5.461153,1.005013,1159,2.904762,37.68,-122.12
1.828,4.0588,45,5.822275,1.054502,1129,2.675355,37.68,-122.13
1.793,4.1974,44,5.354115,0.995012,1175,2.930175,37.68,-122.13
1.794,3.6,43,5.109756,1.036585,924,2.817073,37.68,-122.13
2.103,4.267,35,5.531599,0.962825,1424,2.64684,37.68,-122.14
1.923,4.2386,34,6.072,1.066,1366,2.732,37.67,-122.14
1.981,5.5797,35,6.338462,1.020513,1171,3.002564,37.67,-122.15
1.962,4.0682,36,6.119342,1.024691,641,2.63786,37.67,-122.14
1.816,3.1734,38,6.060241,1.045181,880,2.650602,37.67,-122.13
1.869,4.7933,37,6,1.021544,1635,2.935368,37.67,-122.14
1.883,4.8125,37,5.812155,0.983425,1495,2.753223,37.67,-122.14
1.84,3.8676,40,5.514196,1.003155,914,2.883281,37.67,-122.13
1.847,3.9395,33,4.940922,0.981268,1798,2.590778,37.67,-122.12
1.799,3.2434,42,5.401504,1.057143,1625,2.443609,37.67,-122.13
1.672,3.0917,38,4.620536,1.102679,599,2.674107,37.67,-122.11
1.654,3.0645,32,4.307255,1.153627,2037,2.897582,37.67,-122.11
